timestamp,gpu_util,gpu_mem
1719346027.2642932,0.0,4.0
1719346027.4050455,0.0,4.0
1719346027.543286,0.0,4.0
1719346027.7143342,0.0,21.0
1719346027.8628757,0.0,617.0
1719346028.0037625,0.0,633.0
1719346028.1374602,7.0,633.0
1719346028.276744,0.0,633.0
1719346028.4167516,0.0,633.0
1719346028.567478,0.0,633.0
1719346028.7047756,0.0,633.0
1719346028.843345,0.0,633.0
1719346028.9767485,0.0,633.0
1719346029.1108189,0.0,633.0
1719346029.2430546,0.0,633.0
1719346029.3773167,0.0,633.0
1719346029.510283,0.0,633.0
1719346029.642919,0.0,633.0
1719346029.7747498,0.0,633.0
1719346029.910025,0.0,633.0
1719346030.0460415,0.0,633.0
1719346030.1821532,0.0,633.0
1719346030.31515,0.0,633.0
1719346030.4479191,0.0,633.0
1719346030.586811,0.0,633.0
1719346030.7187538,0.0,633.0
1719346030.856177,0.0,633.0
1719346030.9929247,0.0,633.0
1719346031.1291883,0.0,633.0
1719346031.2645726,0.0,633.0
1719346031.399762,0.0,633.0
1719346031.534038,0.0,633.0
1719346031.6686392,0.0,633.0
1719346031.8061564,0.0,633.0
1719346031.940932,0.0,633.0
1719346032.0749068,0.0,633.0
1719346032.2092698,0.0,633.0
1719346032.3434389,0.0,633.0
1719346032.4764457,0.0,633.0
1719346032.6108696,0.0,633.0
1719346032.7433143,0.0,633.0
1719346032.8760712,0.0,633.0
1719346033.0087416,0.0,633.0
1719346033.1431482,0.0,633.0
1719346033.2766323,0.0,633.0
1719346033.4105482,0.0,633.0
1719346033.544738,0.0,633.0
1719346033.6780267,0.0,633.0
1719346033.8131762,0.0,633.0
1719346033.9457533,0.0,633.0
1719346034.0794652,0.0,633.0
1719346034.2123399,0.0,633.0
1719346034.3485308,0.0,633.0
1719346034.482787,0.0,633.0
1719346034.6165226,0.0,633.0
1719346034.7492473,0.0,633.0
1719346034.8830943,0.0,633.0
1719346035.015504,0.0,633.0
1719346035.1493864,0.0,633.0
1719346035.2833495,0.0,633.0
1719346035.4170542,0.0,633.0
1719346035.549704,0.0,633.0
1719346035.6837447,0.0,633.0
1719346035.8190708,0.0,633.0
1719346035.9520526,0.0,633.0
1719346036.0843234,0.0,633.0
1719346036.216175,0.0,633.0
1719346036.350084,0.0,633.0
1719346036.4833746,0.0,633.0
1719346036.6175451,0.0,633.0
1719346036.7496712,0.0,633.0
1719346036.8839757,0.0,633.0
1719346037.0164137,0.0,633.0
1719346037.1498778,0.0,633.0
1719346037.2824209,0.0,633.0
1719346037.4163208,0.0,633.0
1719346037.5489664,0.0,633.0
1719346037.681179,0.0,633.0
1719346037.8146212,0.0,633.0
1719346037.949299,0.0,633.0
1719346038.0822883,0.0,633.0
1719346038.2157485,0.0,633.0
1719346038.3485937,0.0,633.0
1719346038.4828713,0.0,633.0
1719346038.6157033,0.0,633.0
1719346038.7497098,0.0,633.0
1719346038.8841279,0.0,633.0
1719346039.0173192,0.0,633.0
1719346039.1500652,0.0,633.0
1719346039.284273,0.0,633.0
1719346039.4168925,0.0,633.0
1719346039.5505946,0.0,633.0
1719346039.683661,0.0,633.0
1719346039.8191118,0.0,633.0
1719346039.9525092,0.0,633.0
1719346040.0866365,0.0,633.0
1719346040.2194116,0.0,633.0
1719346040.3536036,0.0,633.0
1719346040.4861445,0.0,633.0
1719346040.6198418,0.0,633.0
1719346040.7528136,0.0,633.0
1719346040.8866217,0.0,633.0
1719346041.018751,0.0,633.0
1719346041.1521754,0.0,633.0
1719346041.284856,0.0,633.0
1719346041.4194238,0.0,633.0
1719346041.5519013,0.0,633.0
1719346041.685299,0.0,633.0
1719346041.8193903,0.0,633.0
1719346041.9537218,0.0,633.0
1719346042.0872827,0.0,633.0
1719346042.2204134,0.0,633.0
1719346042.3551316,0.0,633.0
1719346042.4882994,0.0,633.0
1719346042.6220481,0.0,633.0
1719346042.7545695,0.0,633.0
1719346042.8893955,0.0,633.0
1719346043.0217838,0.0,633.0
1719346043.1560643,0.0,633.0
1719346043.2886474,0.0,633.0
1719346043.422784,0.0,633.0
1719346043.5552652,0.0,633.0
1719346043.6899023,0.0,633.0
1719346043.8234265,0.0,633.0
1719346043.956045,0.0,633.0
1719346044.0887878,0.0,633.0
1719346044.2226863,0.0,633.0
1719346044.3555443,0.0,633.0
1719346044.4889758,0.0,633.0
1719346044.621768,0.0,633.0
1719346044.7559834,0.0,633.0
1719346044.8912308,0.0,633.0
1719346045.024323,0.0,633.0
1719346045.1581957,0.0,633.0
1719346045.2915175,0.0,633.0
1719346045.4263432,0.0,633.0
1719346045.559181,0.0,633.0
1719346045.6932664,0.0,633.0
1719346045.8271525,0.0,633.0
1719346045.9634178,0.0,633.0
1719346046.1003335,0.0,633.0
1719346046.2331586,0.0,633.0
1719346046.3666172,0.0,633.0
1719346046.499962,0.0,633.0
1719346046.634026,0.0,633.0
1719346046.769648,0.0,633.0
1719346046.9044087,0.0,633.0
1719346047.0376801,0.0,633.0
1719346047.1720371,0.0,633.0
1719346047.3048785,0.0,633.0
1719346047.4419513,0.0,633.0
1719346047.5761898,0.0,633.0
1719346047.7094538,0.0,633.0
1719346047.8459768,0.0,633.0
1719346047.9787898,0.0,633.0
1719346048.1127057,0.0,633.0
1719346048.2463875,0.0,633.0
1719346048.3800333,0.0,633.0
1719346048.5159898,0.0,633.0
1719346048.6489303,0.0,633.0
1719346048.7827733,0.0,633.0
1719346048.9171855,0.0,633.0
1719346049.0514343,0.0,633.0
1719346049.184286,0.0,633.0
1719346049.3181732,0.0,633.0
1719346049.4508789,0.0,633.0
1719346049.5843582,0.0,633.0
1719346049.7168586,0.0,633.0
1719346049.8518493,0.0,633.0
1719346049.9845357,0.0,633.0
1719346050.1191225,0.0,633.0
1719346050.2519865,0.0,633.0
1719346050.3855448,0.0,633.0
1719346050.518688,0.0,633.0
1719346050.6528866,0.0,633.0
1719346050.7850547,0.0,633.0
1719346050.9191446,0.0,633.0
1719346051.0512676,0.0,633.0
1719346051.1846786,0.0,633.0
1719346051.3170002,0.0,633.0
1719346051.45048,0.0,633.0
1719346051.5828562,0.0,633.0
1719346051.7162735,0.0,633.0
1719346051.8498638,0.0,633.0
1719346051.9860265,0.0,633.0
1719346052.118877,0.0,633.0
1719346052.2525616,0.0,633.0
1719346052.384807,0.0,633.0
1719346052.5180252,0.0,633.0
1719346052.6517603,0.0,633.0
1719346052.7857192,0.0,633.0
1719346052.934066,0.0,633.0
1719346053.0873055,0.0,633.0
1719346053.234197,0.0,633.0
1719346053.392213,0.0,633.0
1719346053.569452,0.0,633.0
1719346053.7126596,0.0,633.0
1719346053.8848708,0.0,633.0
1719346054.053355,0.0,633.0
1719346054.1956582,0.0,633.0
1719346054.3390143,0.0,633.0
1719346054.508305,0.0,633.0
1719346054.656958,0.0,633.0
1719346054.8079858,0.0,633.0
1719346054.9565494,0.0,633.0
1719346055.1497924,0.0,633.0
1719346055.3425343,0.0,633.0
1719346055.5370116,0.0,633.0
1719346055.7250876,0.0,633.0
1719346055.9171202,0.0,633.0
1719346056.097826,0.0,633.0
1719346056.240124,0.0,633.0
1719346056.395619,0.0,633.0
1719346056.545922,0.0,633.0
1719346056.6794853,0.0,633.0
1719346056.8152542,0.0,633.0
1719346056.948982,0.0,633.0
1719346057.0833976,0.0,633.0
1719346057.217612,0.0,633.0
1719346057.3522687,0.0,633.0
1719346057.4862573,0.0,633.0
1719346057.622179,0.0,633.0
1719346057.781782,0.0,633.0
1719346057.9484992,0.0,633.0
1719346058.1258817,0.0,633.0
1719346058.2855449,0.0,633.0
1719346058.4400432,0.0,633.0
1719346058.618441,0.0,633.0
1719346058.772935,0.0,633.0
1719346058.9224973,0.0,633.0
1719346059.074686,0.0,633.0
1719346059.2489107,0.0,633.0
1719346059.4214272,0.0,633.0
1719346059.578037,0.0,633.0
1719346059.7229145,0.0,633.0
1719346059.9098175,0.0,633.0
1719346060.1006987,0.0,633.0
1719346060.2641373,0.0,633.0
1719346060.4619002,0.0,633.0
1719346060.6530488,0.0,633.0
1719346060.813029,0.0,633.0
1719346060.9652371,0.0,633.0
1719346061.1184535,0.0,633.0
1719346061.272206,0.0,633.0
1719346061.4059086,0.0,633.0
1719346061.5387714,0.0,633.0
1719346061.6727946,0.0,633.0
1719346061.8083835,0.0,633.0
1719346061.942824,0.0,633.0
1719346062.0774171,0.0,633.0
1719346062.2107854,0.0,633.0
1719346062.3454916,0.0,633.0
1719346062.5001297,0.0,633.0
1719346062.6568594,0.0,633.0
1719346062.8143578,0.0,633.0
1719346062.9936483,0.0,633.0
1719346063.1459053,0.0,633.0
1719346063.3147595,0.0,633.0
1719346063.4576678,0.0,633.0
1719346063.5961373,0.0,633.0
1719346063.737665,0.0,633.0
1719346063.8831658,0.0,633.0
1719346064.0404632,0.0,633.0
1719346064.1945214,0.0,633.0
1719346064.339991,0.0,633.0
1719346064.4966211,0.0,633.0
1719346064.6813886,0.0,633.0
1719346064.86833,0.0,633.0
1719346065.067726,0.0,633.0
1719346065.217198,0.0,633.0
1719346065.4235556,0.0,633.0
1719346065.5779102,0.0,633.0
1719346065.7453952,0.0,633.0
1719346065.8881814,0.0,633.0
1719346066.0245519,0.0,633.0
1719346066.1584196,0.0,633.0
1719346066.2922716,0.0,633.0
1719346066.4246113,0.0,633.0
1719346066.5570374,0.0,633.0
1719346066.690453,0.0,633.0
1719346066.8262334,0.0,633.0
1719346066.9593842,0.0,633.0
1719346067.111418,0.0,633.0
1719346067.264691,0.0,633.0
1719346067.411432,0.0,633.0
1719346067.574492,0.0,633.0
1719346067.7236433,0.0,633.0
1719346067.8827856,0.0,633.0
1719346068.0405588,0.0,633.0
1719346068.1967807,0.0,633.0
1719346068.3367484,0.0,633.0
1719346068.487593,0.0,633.0
1719346068.6533122,0.0,633.0
1719346068.8100574,0.0,633.0
1719346068.9532025,0.0,633.0
1719346069.0966463,0.0,633.0
1719346069.303796,0.0,633.0
1719346069.505928,0.0,633.0
1719346069.7109215,0.0,633.0
1719346069.8843353,0.0,633.0
1719346070.0877607,0.0,633.0
1719346070.2574842,0.0,633.0
1719346070.4037647,0.0,633.0
1719346070.5671685,0.0,633.0
1719346070.7119534,0.0,633.0
1719346070.848936,0.0,633.0
1719346070.982299,0.0,633.0
1719346071.117461,0.0,633.0
1719346071.2502897,0.0,633.0
1719346071.3848493,0.0,633.0
1719346071.5178633,0.0,633.0
1719346071.6518185,0.0,633.0
1719346071.7887895,0.0,633.0
1719346071.9346983,0.0,633.0
1719346072.091859,0.0,633.0
1719346072.2488937,0.0,633.0
1719346072.4178467,0.0,633.0
1719346072.571538,0.0,633.0
1719346072.741378,0.0,633.0
1719346072.8986847,0.0,633.0
1719346073.0439663,0.0,633.0
1719346073.2121835,0.0,633.0
1719346073.387769,0.0,633.0
1719346073.5360324,0.0,633.0
1719346073.685313,0.0,633.0
1719346073.830263,0.0,633.0
1719346074.0191286,0.0,633.0
1719346074.2207968,0.0,633.0
1719346074.3659618,0.0,633.0
1719346074.5572298,0.0,633.0
1719346074.7616334,0.0,633.0
1719346074.9179332,0.0,633.0
1719346075.0724556,0.0,633.0
1719346075.2245414,0.0,633.0
1719346075.3830261,0.0,633.0
1719346075.5186877,0.0,633.0
1719346075.6516874,0.0,633.0
1719346075.7863898,0.0,633.0
1719346075.9256058,0.0,633.0
1719346076.0598545,0.0,633.0
1719346076.1934397,0.0,633.0
1719346076.3268464,0.0,633.0
1719346076.4620116,0.0,633.0
1719346076.6053953,0.0,633.0
1719346076.7572603,0.0,633.0
1719346076.910062,0.0,633.0
1719346077.0696504,0.0,633.0
1719346077.2177792,0.0,633.0
1719346077.4084253,0.0,633.0
1719346077.560448,0.0,633.0
1719346077.7043846,0.0,633.0
1719346077.8667877,0.0,633.0
1719346078.0164263,0.0,633.0
1719346078.1864746,0.0,633.0
1719346078.346186,0.0,633.0
1719346078.507155,0.0,633.0
1719346078.7107544,0.0,633.0
1719346078.913364,0.0,633.0
1719346079.118781,0.0,633.0
1719346079.3064263,0.0,633.0
1719346079.508005,0.0,633.0
1719346079.670241,0.0,633.0
1719346079.8159683,0.0,633.0
1719346079.9713528,0.0,633.0
1719346080.1252623,0.0,633.0
1719346080.2615628,0.0,633.0
1719346080.395359,0.0,633.0
1719346080.5305622,0.0,633.0
1719346080.6648386,0.0,633.0
1719346080.7990372,0.0,633.0
1719346080.9348955,0.0,633.0
1719346081.068106,0.0,633.0
1719346081.2031536,0.0,633.0
1719346081.359246,0.0,633.0
1719346081.5116274,0.0,633.0
1719346081.6642568,0.0,633.0
1719346081.8258338,0.0,633.0
1719346081.994811,0.0,633.0
1719346082.18441,0.0,633.0
1719346082.3299038,0.0,633.0
1719346082.490055,0.0,633.0
1719346082.6546192,0.0,633.0
1719346082.7964988,0.0,633.0
1719346082.9438348,0.0,633.0
1719346083.1111834,0.0,633.0
1719346083.2568462,0.0,633.0
1719346083.415424,0.0,633.0
1719346083.6019,0.0,633.0
1719346083.7804585,0.0,633.0
1719346083.97688,0.0,633.0
1719346084.129409,0.0,633.0
1719346084.336007,0.0,633.0
1719346084.4876442,0.0,633.0
1719346084.6602995,0.0,633.0
1719346084.8212743,0.0,633.0
1719346084.9594023,0.0,633.0
1719346085.0945404,0.0,633.0
1719346085.2296154,0.0,633.0
1719346085.3625503,0.0,633.0
1719346085.4975274,0.0,633.0
1719346085.6319013,0.0,633.0
1719346085.7653484,0.0,633.0
1719346085.8990116,0.0,633.0
1719346086.0344446,0.0,633.0
1719346086.1984358,0.0,633.0
1719346086.3664484,0.0,633.0
1719346086.5264778,0.0,633.0
1719346086.6751132,0.0,633.0
1719346086.854525,0.0,633.0
1719346086.9936724,0.0,633.0
1719346087.1615272,0.0,633.0
1719346087.301691,0.0,633.0
1719346087.4614666,0.0,633.0
1719346087.630645,0.0,633.0
1719346087.7960165,0.0,633.0
1719346087.9529338,0.0,633.0
1719346088.1000497,0.0,633.0
1719346088.3060322,0.0,633.0
1719346088.5112898,0.0,633.0
1719346088.7316566,0.0,633.0
1719346088.9080946,0.0,633.0
1719346089.103103,0.0,633.0
1719346089.2694287,0.0,633.0
1719346089.4258637,0.0,633.0
1719346089.587564,0.0,633.0
1719346089.7275434,0.0,633.0
1719346089.8648791,0.0,633.0
1719346090.0030336,0.0,633.0
1719346090.135027,0.0,633.0
1719346090.2709496,0.0,633.0
1719346090.4084525,0.0,633.0
1719346090.5450099,0.0,633.0
1719346090.681698,0.0,633.0
1719346090.8241014,0.0,633.0
1719346091.0017238,0.0,633.0
1719346091.164416,0.0,633.0
1719346091.3351874,0.0,633.0
1719346091.4983823,0.0,633.0
1719346091.662777,0.0,633.0
1719346091.8103743,0.0,633.0
1719346091.9641662,0.0,633.0
1719346092.1029923,0.0,633.0
1719346092.263665,0.0,633.0
1719346092.4198139,0.0,633.0
1719346092.5858612,0.0,633.0
1719346092.7356424,0.0,633.0
1719346092.8786483,0.0,633.0
1719346093.080614,0.0,633.0
1719346093.282045,0.0,633.0
1719346093.4825544,0.0,633.0
1719346093.677955,0.0,633.0
1719346093.8644297,0.0,633.0
1719346094.0445788,0.0,633.0
1719346094.1911585,0.0,633.0
1719346094.3432822,0.0,633.0
1719346094.4925463,0.0,633.0
1719346094.6288655,0.0,633.0
1719346094.7631097,0.0,633.0
1719346094.8971732,0.0,633.0
1719346095.0299704,0.0,633.0
1719346095.1657417,0.0,633.0
1719346095.301733,0.0,633.0
1719346095.4359322,0.0,633.0
1719346095.5713458,0.0,633.0
1719346095.7060614,0.0,633.0
1719346095.8580446,0.0,633.0
1719346096.00652,0.0,633.0
1719346096.1524332,0.0,633.0
1719346096.3166466,0.0,633.0
1719346096.4819512,0.0,633.0
1719346096.64656,0.0,633.0
1719346096.787911,0.0,633.0
1719346096.9466863,0.0,633.0
1719346097.088398,0.0,633.0
1719346097.2321827,0.0,633.0
1719346097.3861663,0.0,633.0
1719346097.583291,0.0,633.0
1719346097.7888024,0.0,633.0
1719346097.9458618,0.0,633.0
1719346098.1402724,0.0,633.0
1719346098.3090641,0.0,633.0
1719346098.4736536,0.0,633.0
1719346098.6630266,0.0,633.0
1719346098.8193507,0.0,633.0
1719346098.9706395,0.0,633.0
1719346099.1296167,0.0,633.0
1719346099.2866938,0.0,633.0
1719346099.4222991,0.0,633.0
1719346099.5574915,0.0,633.0
1719346099.69142,0.0,633.0
1719346099.8261604,0.0,633.0
